frequency,word,skip1,skip2
1014,ridge,nn1,267
1014,blues,nn2,348
1013,crews,nn2,325
1012,relax,vvi,589
1011,heels,nn2,582
1010,model,aj0-nn1,484
1009,pools,nn2,474
1009,ideal,nn1,436
1005,bombs,nn2,352
1000,yacht,nn1,266
1000,flood,nn1,536
998,wrist,nn1,447
998,vivid,aj0,600
996,until,prp,558
996,imply,vvi,549
996,arise,vvb,495
994,order,nn1-vvb,427
989,realm,nn1,410
989,light,vvi,664
989,clive,np0,316
988,quick,aj0-av0,581
983,aloud,av0,429
982,build,vvb,631
982,angel,nn1,387
979,denis,np0,290
979,close,aj0-nn1,651
976,ulcer,nn1,66
976,tanks,nn2,355
976,reply,vvi,557
976,guess,vvb,380
973,issue,vvi,539
971,thank,vvi,565
970,tiles,nn2,317
970,acids,nn2,152
969,ruled,vvd,499
969,kenya,np0,280
969,crack,nn1,434
968,built,vvd,558
968,arrow,nn1,323
967,prior,aj0,485
966,texas,np0,423
966,ellis,np0,255
965,thumb,nn1,523
964,swing,nn1,451
964,stand,nn1-vvb,631
962,lemon,nn1,283
960,yield,nn1,238
960,devil,nn1,462
959,stood,vvn,636
959,flour,nn1,310
958,magic,nn1,437
955,milan,np0,294
952,world,np0,235
952,skull,nn1,409
950,villa,np0,161
950,jason,np0,221
949,liked,vvd-vvn,595
949,basin,nn1,333
948,state,np0,397
947,march,nn1,431
943,sauce,nn1,245
943,penny,nn1,506
942,wells,np0,386
941,based,aj0-vvn,445
938,score,vvi,297
938,photo,nn1,414
937,tutor,nn1,322
937,lobby,nn1,469
937,cause,vvb,587
936,rival,aj0,490
936,camps,nn2,446
935,usage,nn1,422
935,mills,np0,285
934,scent,nn1,394
933,gould,np0,148
931,loved,vvn,500
931,eagle,nn1,324
927,tenth,ord,500
927,gazed,vvd,302
927,clark,np0,344
926,loves,vvz,501
925,linen,nn1,391
924,exile,nn1,378
924,deals,nn2-vvz,571
924,bride,nn1,312
923,cliff,nn1,307
922,trail,nn1,487
921,poets,nn2,318
920,noisy,aj0,570
920,draws,vvz,585
920,doyle,np0,125
918,wheat,nn1,342
918,rises,nn2-vvz,496
915,mercy,nn1,506
914,irony,nn1,515
913,mixed,vvd-vvn,581
913,magic,aj0,421
912,acted,vvd,620
909,reads,vvz,563
907,dense,aj0,470
906,adams,np0,321
905,sunny,aj0,501
904,blade,nn1,329
901,dance,nn1-vvb,444
900,salad,nn1,292
900,awake,aj0,464
899,sweat,nn1,426
897,stole,vvd,414
896,drunk,aj0-vvn,441
895,train,vvi,509
894,lanes,nn2,316
892,laser,nn1,239
891,limbs,nn2,458
891,dairy,nn1,283
890,leave,nn1-vvb,484
888,agony,nn1,453
887,clean,vvi,521
886,grant,vvi,457
884,agnes,np0,136
883,walks,nn2,369
883,geoff,np0,294
881,clash,nn1,401
878,flora,np0,108
877,upset,vvn,541
876,plain,aj0-av0,581
875,polly,np0,100
874,villa,nn1,236
871,swept,vvd-vvn,511
871,gains,nn2-vvz,336
870,jokes,nn2,457
870,cause,nn1-vvb,584
870,altar,nn1,299
869,guess,vvi,529
869,elder,ajc,423
868,freud,np0,160
868,donna,np0,104
867,visit,vvb,509
866,deals,nn2,446
862,worse,av0,590
862,drink,nn1-vvb,549
861,shoot,vvi,437
861,rider,nn1,285
861,raise,vvb,501
860,mills,nn2,238
860,abbey,nn1,230
859,flame,nn1,446
859,cheap,aj0-av0,540
857,train,nn1-vvb,468
857,quiet,aj0-nn1,550
853,talks,vvz,489
852,tones,nn2,436
852,chalk,nn1,346
851,janet,np0,308
851,holly,nn1,171
851,annie,np0,193
851,acted,vvn,547
850,slave,nn1,311
850,bleak,aj0,533
847,rover,nn1-np0,204
845,ruler,nn1,277
845,react,vvi,550
844,spine,nn1,382
843,shake,vvi,551
840,maker,nn1,467
838,youth,nn1-np0,346
837,stone,np0,303
836,doing,nn1,559
836,codes,nn2,374
834,fever,nn1,407
833,giles,np0,208
831,abbey,np0,337
830,zones,nn2,290
830,sharp,aj0-av0,542
830,faced,vvd,559
829,pulse,nn1,341
828,judge,np0,303
828,check,nn1-vvb,409
828,cakes,nn2,363
826,swung,vvd,363
826,manor,nn1,218
823,rings,nn2,378
823,papal,aj0,128
821,wrong,aj0-av0,568
821,split,vvn,584
821,extra,aj0-av0,530
819,tense,aj0,490
818,shaft,nn1,298
818,saudi,np0,189
818,atoms,nn2,123
816,still,aj0,513
816,rules,nn2-vvz,407
815,metre,nn1,374
815,jacob,np0,195
815,heath,np0,342
815,false,aj0-av0,412
813,miles,np0,240
812,graph,nn1,186
811,ivory,nn1,322
809,mixed,vvn,540
808,lungs,nn2,385
807,worry,nn1,518
807,trust,vvb,500
807,small,np0,458
806,plays,nn2,331
806,level,aj0,450
806,boost,vvi,438
805,fluid,nn1,272
805,belly,nn1,379
804,weird,aj0,382
804,quest,nn1,471
804,linda,np0,271
804,gloom,nn1,476
803,rebel,nn1,291
800,dated,vvd,391
800,break,vvb,545
800,based,vvd-vvn,550
799,torch,nn1,307
799,ankle,nn1,310
798,ample,aj0,551
797,price,np0,334
796,crohn,np0,9
794,quota,nn1,260
794,beard,nn1,387
793,stiff,aj0,534
793,adapt,vvi,545
792,waste,aj0,345
792,boris,np0,230
792,bells,nn2,459
790,boost,nn1,425
789,mains,nn0,195
788,towel,nn1,377
786,loses,vvz,549
785,prone,aj0,514
785,petty,aj0,434
785,paula,np0,133
785,ninth,ord,402
785,clues,nn2,450
783,spare,vvi,520
783,drugs,nn2-vvz,385
782,notes,nn2-vvz,517
781,souls,nn2,416
781,aimed,vvd,511
780,urine,nn1,232
780,grasp,nn1,508
780,fetch,vvi,404
780,bobby,np0,202
779,hurry,nn1,501
775,turns,nn2-vvz,522
774,dealt,vvd-vvn,531
774,cargo,nn1,312
772,rolls,nn2,436
772,honey,nn1,352
770,norms,nn2,244
769,onset,nn1,342
769,gases,nn2,238
768,shift,nn1-vvb,424
766,arena,nn1,470
765,ferry,nn1,285
764,peaks,nn2,313
762,hedge,nn1,314
761,veins,nn2,329
761,molly,np0,106
761,fairy,nn1,370
760,slice,nn1,440
760,bitch,nn1,280
759,swift,aj0,469
757,pipes,nn2,313
756,swung,vvd-vvn,406
756,safer,ajc,448
754,doubt,nn1-vvb,496
752,colon,nn1,61
750,smile,vvi,421
750,lions,nn2,241
750,bears,vvz,507
749,roman,np0,170
747,beast,nn1,373
746,creed,nn1,192
746,choir,nn1,255
745,shift,vvi,487
743,trade,nn1-vvb,341
740,probe,nn1,143
739,drive,nn1-vvb,483
738,tapes,nn2,331
737,batch,nn1,369
733,merit,nn1,445
733,blame,nn1,495
732,blast,nn1,361
731,least,av0,497
731,anger,nn1-vvb,413
727,naive,aj0,432
725,trace,vvi,488
725,bacon,nn1,335
724,sleep,nn1-vvb,383
723,watch,nn1-vvb,524
723,derby,np0,248
722,tribe,nn1,278
722,lanka,np0,175
722,jamie,np0,150
721,prose,nn1,278
721,cream,aj0-nn1,309
720,wayne,np0,241
720,fired,vvd,358
719,stops,vvz,489
719,punch,nn1,289
719,novel,aj0,424
719,nails,nn2,351
719,handy,aj0,411
719,discs,nn2,252
719,coats,nn2,412
719,cease,vvi,501
718,coast,np0,323
716,grave,aj0-nn1,439
715,files,nn2-vvz,230
714,cross,vvb,409
714,carol,np0,229
712,valve,nn1,211
711,herbs,nn2,212
710,toast,nn1,365
710,loose,aj0-av0,499
710,grave,nn1,400
709,vicar,nn1,282
709,helps,nn2-vvz,484
708,libya,np0,146
708,hills,np0,290
708,dusty,aj0,399
707,parks,nn2,299
706,queue,nn1,404
705,soils,nn2,129
703,drive,vvb,461
702,siege,nn1,304
701,penal,aj0,185
701,loads,nn2,388
701,fired,vvn,437
699,waste,vvi,507
699,coach,nn1-vvb,227
697,oddly,av0,409
696,yield,vvi,431
695,decay,nn1,366
694,halls,nn2,384
694,china,nn1,350
692,libel,nn1,186
692,bored,aj0,443
691,stamp,nn1,413
691,lydia,np0,52
690,trips,nn2,408
690,shiny,aj0,397
687,tower,np0,328
687,clark,nn1-np0,277
686,irish,aj0-nn1,181
686,drunk,aj0,352
685,stool,nn1,265
685,guide,vvi,466
684,trust,nn1-vvb,393
684,slide,nn1,331
684,ellen,np0,108
683,wiped,vvd,368
683,swept,vvn,479
682,drift,nn1,373
681,canal,np0,227
680,weary,aj0,438
680,rival,aj0-nn1,419
679,rifle,nn1,250
677,steel,aj0-nn1,228
676,surge,nn1,440
676,paddy,np0,193
675,upset,aj0-vvn,399
674,syria,np0,155
673,video,nn1-np0,238
673,feast,nn1,350
672,tyres,nn2,326
672,poole,np0,167
672,disco,nn1,230
671,thief,nn1,283
670,tubes,nn2,280
670,burns,np0,224
667,fears,nn2-vvz,445
666,manor,np0,242
664,sparc,np0,93
662,sexes,nn2,304
662,rosie,np0,102
661,vocal,aj0,301
661,hardy,np0,216
659,walsh,np0,203
659,dance,vvi,330
659,alert,aj0,464
657,major,aj0-nn1,369
657,grace,np0,201
657,catch,vvb,443
657,brown,aj0-nn1,362
656,treat,vvb,452
656,marks,nn2-vvz,460
656,civic,aj0,291
656,cairo,np0,208
655,roofs,nn2,335
654,monks,nn2,217
652,sandy,aj0,267
652,raids,nn2,272
652,latin,aj0-nn1,332
652,hopes,nn2-vvz,448
652,grave,aj0,424
651,steal,vvi,383
651,sense,vvi,431
651,mount,np0,333
650,trade,vvi,397
649,paint,vvi,326
648,dress,nn1-vvb,386
647,rival,nn1,386
647,likes,nn2,388
645,urged,vvn,384
645,stays,vvz,463
645,shape,nn1-vvb,390
645,midst,nn1,449
645,local,nn1,237
645,catch,nn1,368
644,thigh,nn1,314
644,saved,vvd-vvn,441
644,mason,np0,256
644,cared,vvd,432
643,disks,nn2,109
643,cloak,nn1,259
642,alien,aj0,396
639,joint,aj0-nn1,328
639,burst,vvd,382
636,peers,nn2,338
636,locks,nn2,332
635,owned,vvd-vvn,421
634,turns,nn2,375
634,isles,np0,300
633,wigan,np0,120
633,clean,aj0-av0,354
632,range,nn1-vvb,417
632,plays,nn2-vvz,426
632,fines,nn2,289
630,party,nn1,237
629,nancy,np0,205
629,links,vvz,433
629,flash,nn1,414
628,throw,vvb,444
628,smell,vvi,359
628,knock,vvi,433
627,leith,np0,89
626,doubt,vvi,412
625,ruins,nn2,331
625,marks,np0,275
625,fists,nn2,313
625,cecil,np0,246
624,spray,nn1,312
623,skies,nn2,364
623,hotel,nn1-np0,166
623,brief,aj0-nn1,425
622,sells,vvz,407
622,piper,np0,121
622,lacks,vvz,426
622,drink,vvb,370
621,treat,nn1,394
620,shone,vvd-vvn,361
619,lodge,np0,249
618,czech,aj0,236
617,risky,aj0,364
615,above,aj0-av0,370
614,sandy,np0,194
613,nylon,nn1,268
613,delay,vvi,454
612,polar,aj0,189
612,danny,np0,176
611,socks,nn2,342
611,lower,vvi,432
609,rocky,aj0,289
609,riots,nn2,224
609,crust,nn1,193
608,malta,np0,158
607,suits,nn2,366
607,prove,vvb,465
607,odour,nn1,202
607,joins,vvz,399
607,audio,nn1,256
606,wears,vvz,349
606,hazel,np0,103
606,field,nn1-np0,208
603,short,np0,293
603,scots,aj0,251
603,rugby,np0,185
603,muddy,aj0,355
603,doses,nn2,192
602,trunk,nn1,326
602,skins,nn2,281
602,index,nn1-vvb,131
602,drums,nn2,265
601,woods,np0,255
601,tours,nn2,287
601,focus,nn1-vvb,377
601,flock,nn1,323
601,break,nn1-vvb,435
599,genre,nn1,229
599,dixon,np0,209
599,climb,nn1,234
598,wards,nn2,236
598,lords,nn2,201
598,lenin,np0,145
598,grasp,vvi,428
595,elite,nn1,199
595,deeds,nn2,300
594,aston,np0,172
593,wendy,np0,199
593,bryan,np0,207
591,depot,nn1,210
590,flows,nn2-vvz,292
590,alton,np0,82
589,leigh,np0,188
588,power,nn1-np0,318
587,overt,aj0,323
584,delhi,np0,169
583,phone,vvi,283
583,mould,nn1,338
583,links,nn2-vvz,410
583,bloke,nn1,209
582,store,vvi,331
582,admit,vvb,412
580,water,nn1-np0,180
580,radar,nn1,207
579,stock,nn1-np0,247
578,verge,nn1,405
578,sends,vvz,414
577,donor,nn1,245
577,celia,np0,92
576,twist,nn1,410
576,tower,nn1-np0,200
576,orbit,nn1,205
575,witch,nn1,222
573,rails,nn2,289
573,marsh,np0,215
573,marks,vvz,403
573,cries,nn2,374
572,onion,nn1,151
572,algae,nn2,121
571,lyons,np0,195
571,chile,np0,228
570,stove,nn1,258
570,sober,aj0,387
570,flies,nn2,299
569,marco,np0,131
569,hobby,nn1,324
569,giant,nn1,308
567,voted,vvn,300
567,crest,nn1,284
567,burnt,vvn,387
565,burst,nn1,374
565,amino,nn1,80
564,frail,aj0,339
564,fiona,np0,177
563,salon,nn1,166
563,mungo,np0,18
562,plans,vvz,320
562,drill,nn1,225
562,alpha,np0,173
561,bowed,vvd,244
560,morse,np0,89
559,rents,nn2,230
558,peggy,np0,125
558,motif,nn1,195
558,moist,aj0,270
558,makes,nn2-vvz,414
556,costa,np0,220
556,block,vvi,386
555,cited,vvn,367
554,penny,np0,169
553,fluid,aj0-nn1,286
553,baths,nn2,282
552,daddy,nn1,185
551,purse,nn1,344
551,perth,np0,173
551,dried,aj0,297
551,chord,nn1,182
550,snake,nn1,235
550,flows,nn2,169
550,drive,np0,182
548,saint,np0,227
548,myths,nn2,311
548,japan,nn1-np0,174
547,horns,nn2,257
546,isaac,np0,189
546,basil,np0,166
544,shout,vvi,370
543,piles,nn2,354
542,split,aj0-nn1,349
542,saint,nn1,266
541,spoon,nn1,273
541,fuels,nn2,210
540,ropes,nn2,315
540,nicky,np0,108
539,stall,nn1,263
538,great,aj0-av0,419
537,serbs,np0,93
537,molla,np0,1
535,burst,vvd-vvn,365
534,tooth,nn1,301
534,saved,vvd,353
534,cohen,np0,175
534,blaze,nn1,240
533,tract,nn1,201
533,rugby,nn1-np0,122
532,ocean,np0,217
532,maxim,np0,21
532,larry,np0,227
531,rests,nn2-vvz,380
531,pence,nn2,268
531,knots,nn2,249
531,fight,nn1-vvb,330
531,ellie,np0,19
531,dolly,np0,45
529,sworn,vvn,261
529,frost,nn1,280
529,drops,nn2,284
529,attic,nn1,239
528,today,nn1,151
528,state,vvb,353
528,repay,vvi,312
528,hairs,nn2,275
527,gavin,np0,177
526,human,nn1,291
526,downs,nn2,287
525,overs,nn2,65
524,knock,nn1,312
524,deals,vvz,377
521,tiger,nn1,227
521,honey,np0,56
521,faces,nn2-vvz,380
521,duchy,nn1,63
520,bulbs,nn2,227
519,print,vvi,287
519,cross,aj0-nn1,341
519,bolts,nn2,241
517,pasta,nn1,159
517,lotus,nn1-np0,131
517,elite,nn0,204
516,theda,np0,4
515,curls,nn2,196
514,upset,vvi,371
513,dared,vvd,323
512,links,nn0,349
512,islam,nn1,134
511,kenny,np0,157
511,guess,nn1,351
510,pills,nn2,249
510,erika,np0,46
509,scrap,nn1,346
509,point,np0,241
508,swore,vvd,320
506,eased,vvd,307
506,brisk,aj0,350
505,tudor,np0,212
505,stark,aj0,390
505,speed,vvi,375
505,mummy,nn1,157
505,hague,np0,149
505,gauge,nn1,179
504,stiff,aj0-av0,360
502,ducks,nn2,211
502,chase,nn1,278
501,porch,nn1,228
500,moses,np0,179
500,force,vvb,380
500,canon,np0,167
499,lucas,np0,189
499,drain,nn1,334
498,quote,vvi,363
498,focal,aj0,299
497,silas,np0,10
497,quinn,np0,136
496,ronni,np0,8
496,jerry,np0,210
496,finer,ajc,344
495,medau,nn1-np0,17
494,folly,np0,6
494,comic,aj0-nn1,261
493,suits,vvz,371
493,comic,aj0,265
492,trips,nn2-vvz,324
492,posed,vvd,362
492,fiery,aj0,310
491,kings,np0,242
489,stake,nn1-vvb,229
487,chill,nn1,306
486,arabs,nn2,195
485,utter,aj0,337
485,penis,nn1,131
484,stare,vvi,258
483,idiot,nn1,306
482,worms,nn2,181
482,wires,nn2,249
482,pulls,vvz,280
481,undue,aj0,272
481,stems,nn2,153
481,mayor,np0,204
481,kylie,np0,47
481,folly,nn1,287
480,mount,vvi,351
480,dress,vvi,339
480,derry,nn1-np0,67
479,turks,nn2,160
479,plain,nn1,263
479,house,vvi,329
478,slump,nn1,232
478,point,vvb,352
478,newer,ajc,340
478,freed,vvn,306
478,ditch,nn1,232
477,irene,np0,118
476,saves,vvz,331
474,study,nn1-vvb,302
474,renal,aj0,55
474,icing,nn1,108
473,crept,vvd,286
473,clean,vvb,352
472,small,aj0-av0,379
472,seize,vvi,335
472,mates,nn2,257
472,docks,nn2,203
472,blend,nn1,316
469,taste,vvi,274
469,stuck,vvd,317
469,green,nn1-np0,220
468,trent,np0,135
468,split,vvi,357
467,weber,np0,106
467,stack,nn1,232
466,merry,aj0,288
466,hosts,nn2,257
466,greet,vvi,326
466,glare,nn1,292
465,palms,nn2,262
464,verbs,nn2,86
464,jenna,np0,7
464,hired,vvn,338
464,deter,vvi,340
463,sweep,nn1,321
463,issue,nn1-vvb,243
463,dream,vvi,339
462,woken,vvn,297
462,armed,aj0-vvn,231
461,lambs,nn2,166
461,globe,nn1,312
460,smoke,nn1-vvb,310
460,lower,vvb,288
459,dates,nn2-vvz,286
459,cares,vvz,325
459,blind,aj0-nn1,281
458,votes,nn2-vvz,208
458,swept,vvd,329
457,knelt,vvd,264
457,frown,nn1,204
456,shaky,aj0,300
456,rises,nn2,283
456,latin,aj0,244
455,spell,vvi,316
454,sudan,np0,148
454,maths,nn2,166
453,fancy,aj0,312
453,beads,nn2,220
453,bates,np0,147
453,apron,nn1,253
452,mandy,np0,80
452,madam,nn1,167
452,forth,np0,118
451,guard,nn0,207
450,satin,nn1,216
450,plump,aj0,272
450,exams,nn2,218
450,assay,nn1,47
449,raced,vvd,252
449,froze,vvd,296
448,tails,nn2,246
447,moira,np0,73
447,kills,vvz,282
447,adopt,vvb,322
446,carer,nn1,78
446,benny,np0,74
446,beers,nn2,145
446,alley,nn1,199
445,posed,vvd-vvn,330
445,niece,nn1,213
444,teach,vvb,296
444,split,vvd,336
444,hears,vvz,330
444,dover,np0,216
443,wound,vvd-vvn,345
443,falls,nn2,269
442,whale,nn1,167
442,steam,nn1-vvb,228
441,rotor,nn1,44
441,lined,vvd,333
441,beach,np0,191
439,smoke,vvi,290
439,sharp,np0,200
439,gangs,nn2,213
439,bland,aj0,292
439,acted,vvd-vvn,344
438,imply,vvb,290
438,ethos,nn1,246
438,cycle,nn1-vvb,218
437,alain,np0,32
436,leapt,vvd-vvn,278
436,couch,nn1,204
435,singh,np0,86
435,lamps,nn2,238
435,haven,nn1,301
434,cross,nn1-vvb,280
432,crash,nn1-vvb,230
432,cited,vvd,300
432,burke,np0,180
431,stick,vvb,302
431,scarf,nn1,228
431,puppy,nn1,136
431,nazis,nn2,183
431,cuban,aj0,130
430,tidal,aj0,214
430,frogs,nn2,158
430,cared,vvn,305
429,wagon,nn1,194
428,litre,nn1,195
428,daisy,np0,69
427,weeds,nn2,228
427,stare,nn1,245
427,ryder,np0,124
427,menus,nn2,192
427,hints,nn2,318
427,curve,nn1-vvb,105
426,warns,vvz,290
426,split,nn1,289
425,voted,vvd-vvn,196
425,stoke,np0,184
425,niche,nn1,293
425,limit,nn1-vvb,258
425,flora,nn0,182
425,edith,np0,161
424,rings,nn2-vvz,307
423,lists,nn2-vvz,319
423,breed,vvi,181
422,hindu,aj0,142
422,fined,aj0,144
422,birds,np0,242
421,gerry,np0,193
421,flung,vvd-vvn,255
421,drunk,vvn,274
420,witty,aj0,286
420,plots,nn2,246
420,jelly,nn1,228
420,elder,nn1,233
420,cigar,nn1,181
419,fight,vvb,293
419,beams,nn2,231
418,fancy,vvb,276
418,bella,np0,58
417,seals,nn2,184
417,reins,nn2,223
416,venus,np0,130
416,trout,nn1,145
416,stout,aj0,272
416,grove,np0,192
416,fears,vvz,280
415,stick,nn1-vvb,291
415,lined,vvn,323
415,cable,nn1-vvb,223
415,aisle,nn1,219
414,nests,nn2,159
414,cough,nn1,211
414,chess,nn1,166
414,alien,aj0-nn1,264
413,percy,np0,176
413,carlo,np0,203
412,crime,nn1-np0,162
412,blunt,aj0,300
411,renew,vvi,296
411,picks,vvz,297
411,felix,np0,111
411,drily,av0,153
411,daddy,np0,135
411,close,np0,161
411,bowls,nn2,241
410,luton,np0,177
409,brows,nn2,179
408,touch,nn1-vvb,314
408,slept,vvn,290
407,pears,nn2,121
406,gooch,nn1-np0,54
406,crops,nn2-vvz,168
406,brink,nn1,312
405,risks,nn2-vvz,269
405,cocoa,nn1,160
405,byrne,np0,126
404,swift,np0,129
404,noses,nn2,307
404,minus,prp,278
404,house,nn1-vvb,310
404,exert,vvi,283
404,cubic,aj0,169
402,telly,nn1,195
402,moods,nn2,272
402,baron,np0,144
401,welsh,aj0-nn1,193
401,stems,nn2-vvz,281
401,slate,nn1,197
401,shape,vvi,286
401,count,np0,151
400,plant,vvi,248
400,pints,nn2,215
400,moors,nn2,186
400,gower,np0,112
400,folds,nn2,225
400,devil,nn1-np0,151
399,hilda,np0,90
399,dried,vvd,265
399,diane,np0,151
398,ponds,nn2,166
398,locke,np0,100
398,flung,vvd,221
398,fills,vvz,296
398,cater,vvi,308
397,minor,aj0-nn1,183
396,walks,nn2-vvz,252
396,olive,aj0,173
396,edwin,np0,170
396,derby,nn1-np0,165
396,abuse,nn1-vvb,219
395,nixon,np0,135
395,jolly,aj0,264
395,drops,nn2-vvz,286
394,sleep,vvb,274
394,meter,nn1,187
394,mario,np0,133
394,frank,aj0,279
393,necks,nn2,252
392,plate,nn1-vvb,227
392,mound,nn1,224
392,gibbs,np0,107
391,slabs,nn2,194
390,stale,aj0,278
390,robot,nn1,112
390,clara,np0,113
389,nurse,nn1-vvb,121
389,medau,nn1,17
389,faldo,np0,53
387,spoil,vvi,309
387,pants,nn2,236
387,cache,nn1,139
386,elves,nn2,29
385,query,nn1,224
385,flags,nn2,260
385,caves,nn2,168
384,stone,nn1-np0,190
384,named,vvd,282
384,dealt,vvd,314
383,tired,aj0-vvn,208
383,oscar,np0,204
383,gypsy,nn1,162
383,guard,vvi,305
383,badge,nn1,218
382,rocky,np0,95
382,packs,nn2,241
382,carey,np0,114
382,blond,aj0,202
381,smile,nn1-vvb,265
381,kirov,np0,22
380,trent,nn1-np0,32
380,sound,vvb,270
379,tests,nn2-vvz,251
379,goats,nn2,160
379,boots,np0,173
378,hurry,vvi,267
378,count,vvb,299
377,stops,nn2-vvz,269
377,split,vvd-vvn,304
377,salts,nn2,145
377,rites,nn2,198
377,geese,nn2,146
377,doubt,vvb,257
376,vowel,nn1,58
376,sands,nn2,193
376,nizan,np0,1
376,faded,vvd,267
376,brake,nn1,215
375,shout,nn1,248
375,nodes,nn2,76
375,canon,nn1,136
374,truce,nn1,165
374,touch,vvb,283
374,safer,av0,275
373,swing,vvi,274
373,leeds,nn2,64
373,filed,vvn,212
372,tenor,nn1,203
372,print,nn1-vvb,220
372,poses,vvz,283
371,solid,aj0-nn1,231
370,tents,nn2,193
370,taken,aj0-vvn,309
370,pound,nn1-np0,44
370,miami,np0,186
370,diets,nn2,128
370,cyril,np0,172
369,glenn,np0,143
368,ashes,nn2,262
367,delay,nn1-vvb,238
366,taxed,vvn,143
366,grade,nn1-vvb,136
366,awoke,vvd,244
365,troop,nn1,153
365,paint,nn1-vvb,206
365,locus,nn1,125
365,dunes,nn2,130
365,cathy,np0,118
364,rusty,aj0,255
364,rises,vvz,258
364,leads,nn2,241
363,nobel,np0,175
363,heirs,nn2,190
363,fancy,aj0-nn1,268
363,curse,nn1,242
362,crack,vvi,287
362,beech,nn1,186
361,wilko,np0,16
361,tides,nn2,197
361,patio,nn1,141
361,hairy,aj0,229
360,diego,np0,183
359,walks,vvz,249
359,unfit,aj0,250
359,dying,aj0,247
358,smart,np0,132
358,flank,nn1,182
358,death,nn1-np0,200
358,build,nn1,263
358,bikes,nn2,156
357,sails,nn2,161
357,lever,nn1,191
357,boxer,nn1,189
356,saudi,aj0,121
356,leapt,vvd,219
356,lager,nn1,175
356,judge,nn1-vvb,232
356,fonts,nn2,50
355,trays,nn2,225
355,skill,nn1-vvb,246
355,ricky,np0,61
355,hardy,aj0,146
355,gorge,nn1,142
355,fleet,np0,164
354,sound,nn1-vvb,238
354,mount,nn1,162
354,forum,nn1-np0,159
354,burma,np0,104
354,basic,np0,88
353,windy,aj0,237
352,vines,nn2,104
352,spark,nn1,257
352,oxide,nn1,142
352,nepal,np0,118
352,candy,nn1,112
351,ready,aj0-av0,273
351,fetal,aj0,43
351,dwarf,nn1,128
351,curly,aj0,215
351,basal,aj0-nn1,46
350,steer,vvi,255
350,shoot,vvb,222
350,marry,vvb,207
350,bless,vvb,212
349,slots,nn2,186
349,foyer,nn1,186
348,haste,nn1,249
348,dutch,np0,217
348,alpha,nn1-np0,127
348,alarm,nn1-vvb,242
347,under,avp,269
347,tanks,nn2-vvz,199
347,herds,nn2,152
347,ethel,np0,79
347,draft,nn1-vvb,158
347,batty,np0,53
346,wreck,nn1,213
346,proxy,nn1,160
346,marsh,nn1,146
346,fares,nn2,185
346,cross,nn1-np0,189
345,upset,aj0,246
345,rouge,nn1,108
345,piers,nn2,136
345,ghana,np0,122
345,burst,vvi,273
345,arise,nn1-vvb,233
344,tonic,nn1,199
344,groin,nn1,156
344,alike,aj0-av0,283
343,wryly,av0,171
343,stuff,nn1-vvb,216
343,prime,aj0-nn1,216
343,dream,nn1-vvb,226
342,wiser,ajc,285
342,strap,nn1,203
342,power,np0,190
342,pound,np0,46
342,manor,nn1-np0,112
341,wells,nn2,149
341,lower,av0,231
341,jewel,nn1,226
341,dated,vvn,167
341,cheer,vvi,255
340,razor,nn1,226
340,merge,vvi,238
340,fumes,nn2,225
340,baron,nn1,138
339,trams,nn2,75
339,track,vvi,259
339,pious,aj0,188
339,names,nn2-vvz,248
339,hasty,aj0,258
339,grand,nn0,123
339,edgar,np0,156
339,berry,np0,170
338,weigh,vvi,262
338,plant,nn1-vvb,196
338,grips,nn2,253
338,crypt,nn1,77
338,cites,vvz,222
338,blows,nn2,236
337,score,nn1-vvb,175
337,rolls,nn2-vvz,239
337,heady,aj0,267
337,desks,nn2,245
337,crisp,aj0-nn1,234
337,count,nn1-vvb,250
336,tummy,nn1,110
335,worry,vvb,246
335,suits,nn2-vvz,260
335,dying,nn1-vvg,233
334,think,nn1-vvb,277
334,owned,aj0-vvd,237
334,abbot,nn1,73
333,steel,nn1-np0,148
332,unite,vvi,235
332,teens,nn2,252
332,monte,np0,143
332,hatch,nn1,149
332,fiver,nn1,83
332,drops,vvz,249
332,bulky,aj0,249
332,blame,vvb,257
331,tunes,nn2,165
331,theft,nn1-vvb,139
331,pleas,nn2,226
331,crewe,np0,122
330,stain,nn1,192
330,genus,nn1,96
330,claws,nn2,176
330,beach,nn1-np0,91
329,wyatt,np0,96
329,stony,aj0,206
329,pests,nn2,123
329,mummy,np0,109
329,hired,vvd,248
329,greed,nn1,230
329,focus,vvb,230
328,vowed,vvd,203
328,shell,nn1-vvb,218
328,might,nn1,247
327,stern,aj0-nn1,225
327,parks,nn2-vvz,220
326,sweep,vvi,265
326,lodge,nn1,152
326,leant,vvd,137
326,glove,nn1,192
326,fauna,nn1,145
326,elect,vvi,208
325,stair,nn1,155
325,laugh,vvb,219
325,juice,nn1-vvb,147
324,maize,nn1,118
324,hefty,aj0,252
323,slide,vvi,251
323,newco,np0,3
323,motto,nn1,245
323,brook,np0,140
322,theda,nn1-np0,1
322,nomes,nn2,3
322,match,vvb,237
322,loser,nn1,220
322,havoc,nn1,252
322,burun,nn1-np0,1
322,aback,av0,237
321,wight,np0,177
321,spies,nn2,172
321,sleek,aj0,222
321,nizan,nn1-np0,1
321,mused,vvd,177
321,lined,vvd-vvn,258
321,floyd,np0,90
321,elton,np0,129
321,bored,aj0-vvn,237
321,ahmed,np0,85
